USER ID,POP_rate,ROCK_rate,TECHNO_rate,SONGS_LISTENED,SONGS_RECOMMENDED
2456509162504,0,0,0,TITLE: Lay It All on Me,TITLE: Sugar (feat. Francesco Yates),TITLE: Take It Off,"TITLE: Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",TITLE: Doesn't Mean Anything,TITLE: Look What You Made Me Do,TITLE: Fireball (feat. John Ryan),TITLE: Roses,TITLE: Hurts,TITLE: Tell Me You Love Me - NOTD Remix
2456509163144,0,0,0,TITLE: Adore You,TITLE: Thrift Shop (feat. Wanz),TITLE: Cheap Thrills,TITLE: Really Don't Care,TITLE: Steal My Girl,TITLE: First Time,TITLE: Set Fire to the Rain,TITLE: Silence,TITLE: Problem,TITLE: Up
2456509163080,0,0,0,TITLE: Remember I Told You,TITLE: Roses,TITLE: Sweet Nothing (feat. Florence Welch),TITLE: Sorry Not Sorry,TITLE: Happier,TITLE: Sexy Bitch (feat. Akon),TITLE: Last Friday Night (T.G.I.F.),TITLE: Easy Love,TITLE: What's My Name?,TITLE: Close
2456509163400,0,0,0,TITLE: Chained To The Rhythm,TITLE: Don't You Worry Child - Radio Edit,"TITLE: Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",TITLE: Too Good,TITLE: Paris,TITLE: Wolves,TITLE: Say Something,TITLE: Dance Again,"TITLE: Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TITLE: Run Run Run
2456509164104,0,0,0,TITLE: Kissing Strangers,TITLE: Muny - Album Version (Edited),TITLE: Familiar,TITLE: Do You Wanna Come Over?,TITLE: Naturally,TITLE: Champagne Problems,TITLE: Nervous,TITLE: Younger Now,TITLE: Confident,TITLE: Castle Walls (feat. Christina Aguilera)
2456509164360,0,0,0,TITLE: Partition,TITLE: Love,TITLE: We Can't Stop,TITLE: Tired,TITLE: The Time (Dirty Bit),TITLE: Sweet Nothing (feat. Florence Welch),TITLE: L.A.LOVE (la la),TITLE: Free Me,TITLE: Judas,TITLE: Someone Like You
2456509164808,0,0,0,TITLE: Giant (with Rag'n'Bone Man),TITLE: Castle Walls (feat. Christina Aguilera),TITLE: Slow Hands,TITLE: Whataya Want from Me,TITLE: Feel This Moment (feat. Christina Aguilera),TITLE: Dark Horse,TITLE: Cold (feat. Future),"TITLE: Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TITLE: If I Had You,TITLE: Rude
2456509165512,0,0,0,TITLE: Tell Me You Love Me - NOTD Remix,TITLE: Set Fire to the Rain,TITLE: You And I,TITLE: Let Me,TITLE: Come & Get It,TITLE: Bon app閠it,TITLE: Don't Stop the Party (feat. TJR),TITLE: Blame,TITLE: Marry The Night,TITLE: Strip That Down (feat. Quavo)
2456509165704,0,0,0,TITLE: Sorry Not Sorry,TITLE: Hold It Against Me,TITLE: Same Old Love,TITLE: You're Mine (Eternal),TITLE: The Way,TITLE: Touch (feat. Kid Ink),TITLE: Meet Me Halfway,TITLE: Shallow - Radio Edit,TITLE: Too Good,TITLE: Misery
2456509165832,0,0,0,TITLE: Girl On Fire (feat. Nicki Minaj) - Inferno Version,TITLE: Marry You,TITLE: Written in the Stars (feat. Eric Turner),TITLE: Drunk in Love,TITLE: What Do You Mean?,TITLE: 2U (feat. Justin Bieber),TITLE: Yeah 3x,TITLE: I Knew You Were Trouble.,TITLE: Run the World (Girls),TITLE: Takeaway
2456509166664,0,0,0,TITLE: What Makes You Beautiful,TITLE: Clarity,TITLE: Remember I Told You,TITLE: Beautiful People (feat. Khalid),TITLE: Sparks,TITLE: Don't Call Me Up,TITLE: First Time,TITLE: Give It 2 U,TITLE: Hall of Fame,TITLE: Born This Way
2456509166600,0,0,0,TITLE: Free Me,TITLE: Invitation,TITLE: Hands To Myself,TITLE: Written in the Stars (feat. Eric Turner),TITLE: Want To,TITLE: What About Us,TITLE: Steal My Girl,TITLE: My First Kiss - feat. Ke$ha,TITLE: On The Floor,TITLE: Stereo Hearts (feat. Adam Levine)
2456509166920,0,0,0,TITLE: I Don't Care (with Justin Bieber),TITLE: No Guidance (feat. Drake),TITLE: Send My Love (To Your New Lover),TITLE: Shout Out to My Ex,TITLE: A Little Party Never Killed Nobody (All We Got),TITLE: Mark My Words,TITLE: Written in the Stars (feat. Eric Turner),TITLE: Stitches,TITLE: Free Me,TITLE: Applause
2456509167560,0,0,0,TITLE: Dangerous Woman,TITLE: Burn,TITLE: Tell Me You Love Me - NOTD Remix,TITLE: Firework,TITLE: IDGAF,TITLE: Made In The USA,TITLE: Send My Love (To Your New Lover),TITLE: L.A.LOVE (la la),TITLE: Here,"TITLE: Happy - From ""Despicable Me 2"""
