USER ID,POP_rate,ROCK_rate,TECHNO_rate,SONGS_LISTENED,SONGS_RECOMMENDED
2456509162504,90.0,10.0,0,TITLE: Lay It All on Me,TITLE: Sugar (feat. Francesco Yates),TITLE: Take It Off,"TITLE: Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",TITLE: Doesn't Mean Anything,TITLE: Look What You Made Me Do,TITLE: Fireball (feat. John Ryan),TITLE: Roses,TITLE: Hurts,TITLE: Tell Me You Love Me - NOTD Remix,TITLE: Empire State of Mind (Part II) Broken Down,TITLE: Nervous,TITLE: Lust for Life (with The Weeknd),TITLE: Lay It All on Me
2456509163144,70.0,0,30.0,TITLE: Adore You,TITLE: Thrift Shop (feat. Wanz),TITLE: Cheap Thrills,TITLE: Really Don't Care,TITLE: Steal My Girl,TITLE: First Time,TITLE: Set Fire to the Rain,TITLE: Silence,TITLE: Problem,TITLE: Up,TITLE: Some Nights,TITLE: Finally Found You,TITLE: Mi Gente (feat. Beyonc?,TITLE: Cheap Thrills
2456509163080,90.0,0,10.0,TITLE: Remember I Told You,TITLE: Roses,TITLE: Sweet Nothing (feat. Florence Welch),TITLE: Sorry Not Sorry,TITLE: Happier,TITLE: Sexy Bitch (feat. Akon),TITLE: Last Friday Night (T.G.I.F.),TITLE: Easy Love,TITLE: What's My Name?,TITLE: Close,TITLE: My House,TITLE: Hard,"TITLE: Feel The Light - From The ""Home"" Soundtrack",TITLE: I'll Show You
2456509163400,70.0,0,30.0,TITLE: Chained To The Rhythm,TITLE: Don't You Worry Child - Radio Edit,"TITLE: Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",TITLE: Too Good,TITLE: Paris,TITLE: Wolves,TITLE: Say Something,TITLE: Dance Again,"TITLE: Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TITLE: Run Run Run,TITLE: You're Mine (Eternal),TITLE: Love Yourself,TITLE: Problem,TITLE: Latch
2456509164104,90.0,0,10.0,TITLE: Kissing Strangers,TITLE: Muny - Album Version (Edited),TITLE: Familiar,TITLE: Do You Wanna Come Over?,TITLE: Naturally,TITLE: Champagne Problems,TITLE: Nervous,TITLE: Younger Now,TITLE: Confident,TITLE: Castle Walls (feat. Christina Aguilera),TITLE: Love,TITLE: Let Me,TITLE: Kills You Slowly,TITLE: Roses
2456509164360,80.0,0,20.0,TITLE: Partition,TITLE: Love,TITLE: We Can't Stop,TITLE: Tired,TITLE: The Time (Dirty Bit),TITLE: Sweet Nothing (feat. Florence Welch),TITLE: L.A.LOVE (la la),TITLE: Free Me,TITLE: Judas,TITLE: Someone Like You,TITLE: Se駉rita,TITLE: I'm Into You,TITLE: Made In The USA,TITLE: New Rules,TITLE: Higher Love
2456509164808,80.0,0,20.0,TITLE: Giant (with Rag'n'Bone Man),TITLE: Castle Walls (feat. Christina Aguilera),TITLE: Slow Hands,TITLE: Whataya Want from Me,TITLE: Feel This Moment (feat. Christina Aguilera),TITLE: Dark Horse,TITLE: Cold (feat. Future),"TITLE: Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TITLE: If I Had You,TITLE: Rude,TITLE: Work Bitch,TITLE: Maps,TITLE: Champagne Problems,TITLE: Rock N Roll,TITLE: Lemon
2456509165512,100.0,0,0,TITLE: Tell Me You Love Me - NOTD Remix,TITLE: Set Fire to the Rain,TITLE: You And I,TITLE: Let Me,TITLE: Come & Get It,TITLE: Bon app閠it,TITLE: Don't Stop the Party (feat. TJR),TITLE: Blame,TITLE: Marry The Night,TITLE: Strip That Down (feat. Quavo),TITLE: Perfect Illusion,TITLE: Only Love Can Hurt Like This,TITLE: Written in the Stars (feat. Eric Turner),TITLE: Girl On Fire (feat. Nicki Minaj) - Inferno Version,TITLE: Bon app閠it
2456509165704,90.0,0,10.0,TITLE: Sorry Not Sorry,TITLE: Hold It Against Me,TITLE: Same Old Love,TITLE: You're Mine (Eternal),TITLE: The Way,TITLE: Touch (feat. Kid Ink),TITLE: Meet Me Halfway,TITLE: Shallow - Radio Edit,TITLE: Too Good,TITLE: Misery,TITLE: Don't Be so Hard on Yourself,TITLE: Filthy,TITLE: IDGAF,TITLE: Talk Dirty (feat. 2 Chainz)
2456509165832,100.0,0,0,TITLE: Girl On Fire (feat. Nicki Minaj) - Inferno Version,TITLE: Marry You,TITLE: Written in the Stars (feat. Eric Turner),TITLE: Drunk in Love,TITLE: What Do You Mean?,TITLE: 2U (feat. Justin Bieber),TITLE: Yeah 3x,TITLE: I Knew You Were Trouble.,TITLE: Run the World (Girls),TITLE: Takeaway,TITLE: Don't Call Me Up,TITLE: What I Need (feat. Kehlani),TITLE: Dangerous Woman,TITLE: This Town,TITLE: We Are Never Ever Getting Back Together
