USER ID,POP_rate,ROCK_rate,TECHNO_rate,SONGS_LISTENED,SONGS_RECOMMENDED
2061937681672,0,0,0,TITLE: Adore You,TITLE: Lemon,TITLE: I Knew You Were Trouble.,TITLE: Suit & Tie,TITLE: In the Name of Love,TITLE: Clarity,TITLE: All I Ask,TITLE: Run the World (Girls),TITLE: Yesterday (feat. Bebe Rexha),TITLE: Cheers (Drink To That)
2061937682120,0,0,0,TITLE: Mmm Yeah (feat. Pitbull),TITLE: I Really Like You,TITLE: Electricity (with Dua Lipa),TITLE: Something Just Like This,TITLE: We Found Love,TITLE: Million Reasons,TITLE: Hurts,TITLE: Muny - Album Version (Edited),TITLE: Closer,TITLE: Elastic Heart
2061937682248,0,0,0,TITLE: You Lost Me,TITLE: Alejandro,TITLE: Say Something,TITLE: Thrift Shop (feat. Wanz),TITLE: What the Hell,TITLE: Yesterday (feat. Bebe Rexha),TITLE: Chun-Li,TITLE: Moves Like Jagger - Studio Recording From The Voice Performance,TITLE: Good as Hell (feat. Ariana Grande) - Remix,TITLE: The Greatest
2061937682952,0,0,0,TITLE: Give Me Everything,TITLE: You Lost Me,TITLE: Rather Be (feat. Jess Glynne),TITLE: One Call Away (feat. Tyga) - Remix,TITLE: How Ya Doin'? (feat. Missy Elliott),TITLE: Do You Wanna Come Over?,TITLE: Best Thing I Never Had,"TITLE: Let It Go - From ""Frozen / Single Version",TITLE: Price Tag,TITLE: I'm Not The Only One
2061937683336,0,0,0,TITLE: I Like It,TITLE: Side To Side,TITLE: Champagne Problems,TITLE: Diamonds,TITLE: Love Never Felt So Good,TITLE: California Gurls,TITLE: We Found Love,TITLE: Secrets,TITLE: Picky - Remix,TITLE: Bound To You - Burlesque Original Motion Picture Soundtrack
2061937683272,0,0,0,TITLE: This Is What You Came For,TITLE: Rich Boy,TITLE: Yesterday (feat. Bebe Rexha),TITLE: Cooler Than Me - Single Mix,TITLE: Dear Future Husband,TITLE: Mmm Yeah (feat. Pitbull),TITLE: Payphone,TITLE: Gorilla,TITLE: Marry You,TITLE: Locked Out of Heaven
2061937684552,0,0,0,TITLE: Feel This Moment (feat. Christina Aguilera),TITLE: Closer,TITLE: Bad At Love,TITLE: Remember I Told You,TITLE: We Are Young (feat. Janelle Mon醗),TITLE: Silence,TITLE: The Greatest,TITLE: Sugar,TITLE: I Feel It Coming,TITLE: What I Need (feat. Kehlani)
2061937684872,0,0,0,TITLE: Only Love Can Hurt Like This,TITLE: Don't Be so Hard on Yourself,TITLE: Silence,TITLE: Blame,TITLE: OK - Spotify Version,TITLE: What Do You Mean?,TITLE: Rather Be (feat. Jess Glynne),TITLE: The Way,TITLE: If I Lose Myself - Alesso vs OneRepublic,TITLE: Heart Attack
2061937684936,0,0,0,TITLE: LIKE I WOULD,TITLE: Despacito - Remix,TITLE: Beneath Your Beautiful,TITLE: Here,TITLE: Roar,TITLE: Marry You,TITLE: Friends (with BloodPop?,TITLE: Electric Love,TITLE: no tears left to cry,TITLE: Focus
2061937685064,0,0,0,TITLE: Call You Mine,TITLE: We Are Never Ever Getting Back Together,TITLE: I Love It (feat. Charli XCX),TITLE: Lust for Life (with The Weeknd),TITLE: Wild Thoughts (feat. Rihanna & Bryson Tiller),"TITLE: Let It Go - From ""Frozen / Single Version",TITLE: Lips Are Movin,TITLE: IDGAF,TITLE: Starboy,TITLE: What the Hell
2061937685832,0,0,0,TITLE: Desire,TITLE: Firework,TITLE: Never Forget You,TITLE: Locked Out of Heaven,TITLE: Beautiful People (feat. Khalid),"TITLE: Let It Go - From ""Frozen / Single Version",TITLE: Mi Gente (feat. Beyonc?,TITLE: Don't Be A Fool,TITLE: ...Ready For It? - BloodPop?Remix,TITLE: Youth (feat. Khalid)
