USER ID,POP_rate,ROCK_rate,TECHNO_rate,SONGS_LISTENED,SONGS_RECOMMENDED
2061937681672,70.0,0,30.0,TITLE: Adore You,TITLE: Lemon,TITLE: I Knew You Were Trouble.,TITLE: Suit & Tie,TITLE: In the Name of Love,TITLE: Clarity,TITLE: All I Ask,TITLE: Run the World (Girls),TITLE: Yesterday (feat. Bebe Rexha),TITLE: Cheers (Drink To That),TITLE: Ghosttown,TITLE: Bodak Yellow,TITLE: What About Love,TITLE: Get Low (with Liam Payne)
2061937682120,80.0,0,20.0,TITLE: Mmm Yeah (feat. Pitbull),TITLE: I Really Like You,TITLE: Electricity (with Dua Lipa),TITLE: Something Just Like This,TITLE: We Found Love,TITLE: Million Reasons,TITLE: Hurts,TITLE: Muny - Album Version (Edited),TITLE: Closer,TITLE: Elastic Heart,TITLE: I Don抰 Wanna Live Forever (Fifty Shades Darker),TITLE: WTF (Where They From),TITLE: International Love,TITLE: The Heart Wants What It Wants,TITLE: Higher Love
2061937682248,80.0,0,20.0,TITLE: You Lost Me,TITLE: Alejandro,TITLE: Say Something,TITLE: Thrift Shop (feat. Wanz),TITLE: What the Hell,TITLE: Yesterday (feat. Bebe Rexha),TITLE: Chun-Li,TITLE: Moves Like Jagger - Studio Recording From The Voice Performance,TITLE: Good as Hell (feat. Ariana Grande) - Remix,TITLE: The Greatest,TITLE: Baby Don't Lie,"TITLE: Ooh La La (from ""The Smurfs 2"")",TITLE: Roar,TITLE: Where Have You Been,TITLE: In the Name of Love
2061937682952,100.0,0,0,TITLE: Give Me Everything,TITLE: You Lost Me,TITLE: Rather Be (feat. Jess Glynne),TITLE: One Call Away (feat. Tyga) - Remix,TITLE: How Ya Doin'? (feat. Missy Elliott),TITLE: Do You Wanna Come Over?,TITLE: Best Thing I Never Had,"TITLE: Let It Go - From ""Frozen / Single Version",TITLE: Price Tag,TITLE: I'm Not The Only One,TITLE: BO$$,TITLE: Good Time,TITLE: Supplies,TITLE: MOVE TO MIAMI,TITLE: Animals
2061937683336,100.0,0,0,TITLE: I Like It,TITLE: Side To Side,TITLE: Champagne Problems,TITLE: Diamonds,TITLE: Love Never Felt So Good,TITLE: California Gurls,TITLE: We Found Love,TITLE: Secrets,TITLE: Picky - Remix,TITLE: Bound To You - Burlesque Original Motion Picture Soundtrack,TITLE: Overdose,TITLE: What About Us,TITLE: Love Me Like You,"TITLE: Let Me Go (with Alesso, Florida Georgia Line & watt)",TITLE: This Town
2061937683272,90.0,0,10.0,TITLE: This Is What You Came For,TITLE: Rich Boy,TITLE: Yesterday (feat. Bebe Rexha),TITLE: Cooler Than Me - Single Mix,TITLE: Dear Future Husband,TITLE: Mmm Yeah (feat. Pitbull),TITLE: Payphone,TITLE: Gorilla,TITLE: Marry You,TITLE: Locked Out of Heaven,TITLE: Birthday,TITLE: Without You (feat. Usher),TITLE: Slide (feat. Frank Ocean & Migos),TITLE: Close
2061937684552,70.0,10.0,20.0,TITLE: Feel This Moment (feat. Christina Aguilera),TITLE: Closer,TITLE: Bad At Love,TITLE: Remember I Told You,TITLE: We Are Young (feat. Janelle Mon醗),TITLE: Silence,TITLE: The Greatest,TITLE: Sugar,TITLE: I Feel It Coming,TITLE: What I Need (feat. Kehlani),TITLE: Rise,TITLE: Pompeii,TITLE: Company,TITLE: Don't You Worry Child - Radio Edit
2061937684872,90.0,0,10.0,TITLE: Only Love Can Hurt Like This,TITLE: Don't Be so Hard on Yourself,TITLE: Silence,TITLE: Blame,TITLE: OK - Spotify Version,TITLE: What Do You Mean?,TITLE: Rather Be (feat. Jess Glynne),TITLE: The Way,TITLE: If I Lose Myself - Alesso vs OneRepublic,TITLE: Heart Attack,TITLE: Best Song Ever,TITLE: Look What You Made Me Do,TITLE: Treasure,TITLE: Night Changes
2061937684936,90.0,10.0,0,TITLE: LIKE I WOULD,TITLE: Despacito - Remix,TITLE: Beneath Your Beautiful,TITLE: Here,TITLE: Roar,TITLE: Marry You,TITLE: Friends (with BloodPop?,TITLE: Electric Love,TITLE: no tears left to cry,TITLE: Focus,TITLE: Muny - Album Version (Edited),TITLE: Higher,TITLE: My My My!,TITLE: The One That Got Away
2061937685064,90.0,10.0,0,TITLE: Call You Mine,TITLE: We Are Never Ever Getting Back Together,TITLE: I Love It (feat. Charli XCX),TITLE: Lust for Life (with The Weeknd),TITLE: Wild Thoughts (feat. Rihanna & Bryson Tiller),"TITLE: Let It Go - From ""Frozen / Single Version",TITLE: Lips Are Movin,TITLE: IDGAF,TITLE: Starboy,TITLE: What the Hell,TITLE: Supernova,TITLE: Sign of the Times,TITLE: Just the Way You Are,TITLE: My House
